T0_CT_A01	T0_CT_A03	T0_CT_A05	T0_CT_A06	T0_CT_A07	T0_CT_A08	T0_CT_A10	T0_CT_A11	T0_CT_B01	T0_CT_B03	T0_CT_B05	T0_CT_B07	T0_CT_B08	T0_CT_B09	T0_CT_C02	T0_CT_C03	T0_CT_C05	T0_CT_C06	T0_CT_C07	T0_CT_C08	T0_CT_C09	T0_CT_C11	T0_CT_C12	T0_CT_D01	T0_CT_D02	T0_CT_D03	T0_CT_D05	T0_CT_D06	T0_CT_D07	T0_CT_D08	T0_CT_D09	T0_CT_D11	T0_CT_D12	T0_CT_E01	T0_CT_E03	T0_CT_E04	T0_CT_E05	T0_CT_E06	T0_CT_E07	T0_CT_E08	T0_CT_E09	T0_CT_E10	T0_CT_E11	T0_CT_E12	T0_CT_F01	T0_CT_F02	T0_CT_F03	T0_CT_F04	T0_CT_F05	T0_CT_F06	T0_CT_F07	T0_CT_F09	T0_CT_F11	T0_CT_F12	T0_CT_G01	T0_CT_G02	T0_CT_G03	T0_CT_G04	T0_CT_G07	T0_CT_G08	T0_CT_G09	T0_CT_G11	T0_CT_H01	T0_CT_H02	T0_CT_H04	T0_CT_H05	T0_CT_H08	T0_CT_H09	T0_CT_H12	T24_CT_A01	T24_CT_A03	T24_CT_A04	T24_CT_A05	T24_CT_A07	T24_CT_A08	T24_CT_A09	T24_CT_A10	T24_CT_B01	T24_CT_B02	T24_CT_B03	T24_CT_B05	T24_CT_B06	T24_CT_B07	T24_CT_B08	T24_CT_B09	T24_CT_B11	T24_CT_C01	T24_CT_C02	T24_CT_C03	T24_CT_C05	T24_CT_C07	T24_CT_C08	T24_CT_C09	T24_CT_C10	T24_CT_C11	T24_CT_C12	T24_CT_D01	T24_CT_D02	T24_CT_D03	T24_CT_D04	T24_CT_D05	T24_CT_D06	T24_CT_D07	T24_CT_D08	T24_CT_D09	T24_CT_D10	T24_CT_D11	T24_CT_E01	T24_CT_E02	T24_CT_E04	T24_CT_E05	T24_CT_E07	T24_CT_E09	T24_CT_E11	T24_CT_E12	T24_CT_F01	T24_CT_F02	T24_CT_F03	T24_CT_F04	T24_CT_F05	T24_CT_F07	T24_CT_F08	T24_CT_F09	T24_CT_F10	T24_CT_F11	T24_CT_F12	T24_CT_G01	T24_CT_G02	T24_CT_G03	T24_CT_G04	T24_CT_G05	T24_CT_G06	T24_CT_G08	T24_CT_G10	T24_CT_G11	T24_CT_G12	T24_CT_H01	T24_CT_H02	T24_CT_H03	T24_CT_H05	T24_CT_H07	T24_CT_H09	T24_CT_H12	T48_CT_A01	T48_CT_A02	T48_CT_A03	T48_CT_A04	T48_CT_A05	T48_CT_A06	T48_CT_A07	T48_CT_A08	T48_CT_A09	T48_CT_A10	T48_CT_A11	T48_CT_A12	T48_CT_B01	T48_CT_B02	T48_CT_B03	T48_CT_B04	T48_CT_B06	T48_CT_B08	T48_CT_B10	T48_CT_B11	T48_CT_B12	T48_CT_C01	T48_CT_C02	T48_CT_C03	T48_CT_C04	T48_CT_C05	T48_CT_C06	T48_CT_C07	T48_CT_C09	T48_CT_C10	T48_CT_C11	T48_CT_D01	T48_CT_D02	T48_CT_D03	T48_CT_D04	T48_CT_D06	T48_CT_D07	T48_CT_D08	T48_CT_D09	T48_CT_D10	T48_CT_D11	T48_CT_D12	T48_CT_E01	T48_CT_E02	T48_CT_E03	T48_CT_E04	T48_CT_E05	T48_CT_E06	T48_CT_E07	T48_CT_E08	T48_CT_E10	T48_CT_E11	T48_CT_E12	T48_CT_F01	T48_CT_F02	T48_CT_F03	T48_CT_F05	T48_CT_F07	T48_CT_F09	T48_CT_F10	T48_CT_F11	T48_CT_G01	T48_CT_G02	T48_CT_G03	T48_CT_G07	T48_CT_G08	T48_CT_G09	T48_CT_G10	T48_CT_G11	T48_CT_G12	T48_CT_H01	T48_CT_H02	T48_CT_H04	T48_CT_H05	T48_CT_H06	T48_CT_H07	T48_CT_H08	T48_CT_H11	T48_CT_H12	T72_CT_A01	T72_CT_A05	T72_CT_A08	T72_CT_A09	T72_CT_A11	T72_CT_B01	T72_CT_B02	T72_CT_B03	T72_CT_B04	T72_CT_B05	T72_CT_B06	T72_CT_B08	T72_CT_B09	T72_CT_B11	T72_CT_B12	T72_CT_C04	T72_CT_C06	T72_CT_C07	T72_CT_C09	T72_CT_C11	T72_CT_D01	T72_CT_D03	T72_CT_D04	T72_CT_D05	T72_CT_D07	T72_CT_D10	T72_CT_D11	T72_CT_E04	T72_CT_E05	T72_CT_E07	T72_CT_F01	T72_CT_F05	T72_CT_F07	T72_CT_F10	T72_CT_F11	T72_CT_G03	T72_CT_G04	T72_CT_G06	T72_CT_G08	T72_CT_G10	T72_CT_G11	T72_CT_H01	T72_CT_H03	T72_CT_H05	T72_CT_H08	T72_CT_H09	T72_CT_H10	T72_CT_H11	T72_CT_H12
ZNF556	0	0	0	0	0	51.2071	0	0	0	0	0	9.90837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21122	0	0	0	0	0	0	0	0	0	0	37.9319	0	0	0	0	0	0	0	0	9.4979	0	0	0	0	0	0	0	0	0	0	0	87.6766	0.418748	0	1.24591	0	0	0	0	0	0	0	0	0	0	21.048	0	0	47.5298	0	0	0	0	11.1042	0	7.39524	0	0	0	15.2065	0	0	0	0	96.2791	0	38.7907	0	0	0	21.6427	0.212542	0	0.717719	0	0	0	0	2.60874	2.80699	0	7.68618	0.437405	0	0	0	0	0	1.84924	0	0	0	6.42013	0	0	3.2306	0	0	10.8455	0	0	0	214.225	0	0	0	0	0	86.357	0	14.5825	10.8224	0	0	0	0	0	15.3351	0.684027	103.634	0	0	176.976	0	0	179.406	0	0.464011	106.251	35.7237	0	10.5579	0	0	0	0	0	0	13.4317	1.30064	1.59537	3.57088	0	2.21223	0	0	0	0	0.288144	0	0	110.714	0	0	0	77.2927	0	2.98481	17.8641	8.29968	0	0	13.0447	1.68516	50.5951	5.47094	2.00409	0	1.36456	0	0	0	0	0.276895	13.3607	0	0.40798	0	0	0	15.8004	0	1.83266	0	0	47.8157	0	4.39713	0	0	0	0	0	45.9583	0.261239	199.814	0.770847	0.610242	0.138237	17.189	0.175528	12.6619	9.59568	0	0.236984	0	7.6405	0	0.39278	0.395625	0.246987	1.42642	0.490298	18.4166	0.585543	3.35992	6.35716	0.65915	18.2168	10.448	3.97333	1.21961	24.8522	0.654762	0	179.234	0.392432	0.780525	24.521	0	0.238608	0	0.334374	0	0	0	0.190222	0.134164	5.90816	67.1518	0	0
LAMB2	59.9583	11.4172	0	13.6026	17.0961	38.6663	32.7663	0	3.5134	0	84.0251	62.9104	0.320395	2.64169	25.8044	44.6496	2.64009	54.7524	218.115	1.45406	0	26.005	3.25728	1.06639	36.1533	1.0368	0	36.8636	0	0.434833	6.93034	126.551	5.85023	7.06751	0	91.1066	36.6345	4.16864	0.564481	0.639373	0	176.818	0.953525	46.5886	2.29478	0	107.122	0	77.7186	0	0	13.8997	0.712812	1.54814	8.35639	20.6183	37.0048	0	1.13602	0	64.8789	71.9353	137.317	29.4532	5.51541	0	56.4286	11.184	0	0	22.0632	5.1164	54.0091	7.35798	98.7501	0.131286	0.790255	79.8423	0	262.262	29.837	21.4762	5.98937	172.22	0	45.0987	0	22.2256	0	0	68.8672	221.445	0	2.97055	0.0741603	4.45832	8.32023	3.41067	31.0259	4.99354	1.33751	414.988	341.316	0	39.4695	13.1417	2.56358	225.392	17.6163	46.9923	0.947655	280.42	300.202	190.027	126.937	46.9658	1.28328	51.6388	1.97527	13.9313	819.788	0.790135	707.398	156.547	42.5965	5.04371	12.2333	236.972	4.51921	26.5937	1.86897	3.3061	455.137	1.52467	0	79.8841	26.146	0	1.23513	2.33171	2.80932	78.2584	8.10024	26.1851	312.345	39.961	384.048	209.735	11.4333	46.1281	28.7478	123.55	3.39389	138.87	5.51706	68.738	36.8426	264.299	377.148	76.6369	170.551	109.939	11.3299	94.2676	20.732	19.3318	363.338	14.8256	155.516	42.8995	220.384	37.3611	238.51	10.0789	70.6414	8.03587	15.7655	13.6522	17.3695	108.998	2.75995	829.596	12.5778	25.4019	352.934	136.003	573.051	25.7956	156.635	38.1644	1059.45	22.8128	0.902325	51.2821	55.7119	7.74255	12.8583	0	7.39889	7.93667	51.669	0.139756	61.7316	38.3377	119.872	70.102	207.256	150.513	119.735	244.143	226.973	677.446	255.542	257.553	163.769	1.39726	54.4855	2.1681	768.169	4.747	359.202	350.084	23.0223	24.9552	43.6416	307.69	120.759	62.6079	92.7618	378.946	248.993	245.914	537.76	1.4442	5.49316	298.566	7.77412	2.48463	215.061	34.3515	317.878	66.8475	173.224	40.5004	0	31.3489	106.378	143.729	6.02611	16.8662	12.6182	8.18406	196.587	16.6232	40.5931	0	35.0256	0.309874	9.39285	1.38857	9.04782	167.728	205.542	170.295	142.168	28.3322	0	8.88317	89.696	487.822	10.2781
SNTB1	29.9768	2.6103	0.592356	0.0869869	0	0.290117	0	0	0	0	0	0	0	6.22847	0	35.2219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383316	0	0	0	0	0.0918449	1.16438	0	0	1.05835	0.146174	0	0	0	0	0	17.681	0	0.162767	0	0	0	0	0	0	0	0	0.0813816	0	0	0	42.7057	198.476	0	1.48846	19.909	0	1.66491	44.287	1.35704	48.405	2.59732	2.79097	0	16.1997	0	0	0	0	14.693	4.80599	0	0.992559	0	0	8.04854	8.99961	26.4008	2.92195	0	0	0	0	0	7.09321	3.85748	5.18046	0	141.123	0	0	0	0	0	15.7894	5.04586	0	42.4413	3.18647	13.2086	0	0	0	9.77062	0.147686	0.102603	0	1.58773	16.9143	0	8.47423	0.0467202	33.9087	0	0	0	0	0.129859	0	0	0	13.4574	0	27.5749	32.1017	0	0	25.4836	0	0	16.8902	0	0.130514	26.5705	0.569157	1.03387	5.20066	0	0	0	0	0	0	105.526	33.4991	0	0	0	0.20719	0	14.357	0	19.866	1.48377	0	0	7.25771	0	0	0	171.387	0	5.11767	5.95213	0	0	24.8369	0.728496	0	0	0.868497	0	0	0	0	0	0	10.0596	23.5776	0.856049	1.97906	0	0	0	0	10.3134	32.3614	1.54271	0	0	0.743931	0	0	0	11.0796	0.36568	0.914101	0	0	0.150281	1.19592	0	0	0	53.4931	2.04807	3.47486	7.39026	5.2767	0	1.07275	10.1186	0	1.12993	0	1.99329	0	0	0	59.3031	0	3.94911	0	13.4093	20.7724	10.8411	0	0	4.15864	0.0414246	0	1.578	0	0.0566342	18.4159	0	0	0.0965438	74.7624	0	1.12183	0	0	0.573057	0	0	0
DHCR7	0	3.86008	0	0	0	0	0.632528	0	0	0	0	0	0.736557	0	0	0.20741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.1995	0	4.14119	0	0	0	0	0	0	0	0	0	0	1.43924	0	1.02495	0	0	10.4065	0	0	0	0	0	0	0	50.1148	0.102905	60.6011	0	44.2536	0	3.39888	0	0	0	0	0	0.21397	0.563	39.1407	0	15.7747	41.4984	80.2688	0	58.942	0	23.964	0	44.9026	0	2.26601	0	0	0.342498	7.36758	0	50.548	0	2.78331	7.03661	121.062	0	0.233896	0	6.2428	31.7885	6.44538	6.76151	0	0	3.81688	34.2249	34.8408	12.6904	21.6301	42.2495	0	0	8.4886	15.9261	2.49649	1.85855	0	0.250095	0	2.31623	0.845175	0	1.51016	51.9406	0	0.269517	0	0.56623	0	0.463311	40.7739	54.7145	0.474644	92.6348	1.39804	4.90083	8.53554	0	0	0.0976206	0	9.09035	18.3461	30.1912	44.8613	0	0	44.633	0	8.58693	3.19735	12.1832	28.0291	0	1.94459	0	2.19182	0	8.72415	0	14.0828	0	0	39.1411	0	4.76297	0	0	158.934	7.62713	8.19348	0	0	0	27.0937	0	0	0	22.5929	61.3663	0.968238	0	0	0	34.1125	0	0	31.7193	83.7759	0	0	0	0.610808	0	1.0247	0	1.27215	0	0	7.4705	129.185	0	0.321662	20.4327	7.40987	0	7.8961	6.4977	2.46141	0	0	0	129.038	0	1.68138	105.248	0	0	27.092	0	2.6828	0	0	31.8733	39.7377	0	36.346	0.181788	21.5494	0	28.9588	1.88937	0	0.253608	25.3882	2.22475	2.48556	15.6778	5.38114	0.708807	23.0986	0	0	46.1297	13.388	49.9932	67.6156	8.85606	43.1766	0	2.87031	20.8304	0	0	0.858479	2.96045	51.4118	27.3549	16.2926	9.24311	0.143171	21.8027	15.5758	0.112956	0.328826	0	1.8136	99.4636	3.5877	0	0	0
GXYLT2	5.60357	0	1.45138	2.05847	17.6446	14.3821	0	0	38.5075	14.9934	18.9095	0.0846403	0	8.04808	7.26327	22.2012	0	15.726	1.91395	0.105451	0	0	5.87585	0	0	0	2.39437	0	11.2535	0	0	0.18023	0	18.6537	0	0	430.597	0	0	0	0	0	0	12.5397	5.3755	0	0	7.50787	0	1.95361	0	11.9469	0	30.2805	0	13.6346	0	0	0	0	30.5594	0	11.4338	19.9656	11.9456	21.3462	0	13.9969	0	0	35.4567	0	0	24.6696	15.2447	54.5891	69.3252	0	13.1156	115.894	88.2945	3.56907	0	0	0	0.87351	16.6011	0	0	12.1727	125.713	33.8508	70.8594	64.1174	68.3908	63.0083	0.0898866	70.3902	0	0	13.9868	0	47.5668	0	3.53247	21.127	44.449	39.706	40.0764	7.26638	40.5193	134.914	72.5004	0.102623	142.72	137.349	8.21028	4.52741	380.397	40.7323	51.8971	53.2048	1.74032	142.636	0	71.7077	28.5775	0	0	6.87593	63.0558	29.4613	0	47.5675	150.374	4.87562	4.24141	0.152161	191.559	136.305	0	20.0269	18.9417	85.386	6.93292	0	75.2986	25.3309	12.5415	0	5.90907	30.6176	1.72579	20.7322	121.369	79.6784	8.73806	20.4704	2.22981	0.259782	8.50538	45.9187	175.105	419.084	74.1653	0.212321	156.192	0	189.668	46.9679	2.27772	32.1196	93.2157	9.47963	206.593	21.0764	0.225879	2.58892	10.6194	0.377943	0.430213	285.408	202.834	17.9154	0	51.0089	49.1652	64.9886	292.712	70.5456	0	2.62112	30.1493	2.12895	20.388	0.102071	22.7683	37.2088	0.142379	50.7595	62.2437	25.7331	99.2697	53.5003	0.517306	0.186662	23.3853	36.2192	209.136	204.637	0	6.72046	0	158.708	0	0.0829687	17.5995	48.1929	222.761	55.015	144.468	152.544	0	7.68761	0	25.4498	0	9.94009	0.09112	0	89.4188	125.829	0	1.45229	0	0	74.3467	22.2906	110.305	26.5805	31.2565	0.91882	10.8205	0.276548	0	37.6771	33.2045	29.161	7.65186	2.9123	0	0	23.0388	10.7671	115.92	10.805	16.0664	6.25123	0	0	0.973847	0	52.5579	33.3623	0	16.7952	9.10017	0	9.07111	26.3956	53.9221
ARPP21	0	0	0	0	0	202.928	0	0	0	0	0	0	0	0	0	5.46638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489488	0	0	0	0	0	0	0	0.518955	0	0	0	0	0	31.0599	0	0	0	0	0	0	0	0	0	13.7335	0	17.2818	0	0	0	0	0	0	0	0	0	0.0871459	0	0	170.714	0	0	43.0891	0	0	0	443.885	0	35.0311	0	213.311	0	0	0	0	0	0	123.629	0	0	0	0	0	0	2.77883	0	0	0	0	0	0	35.6973	33.0913	0	114.468	0	42.5018	0	0	0	0	6.26201	0.144509	0.880998	0	174.252	0	3.65799	0	0	0	235.214	15.6247	0	0	116.384	0	0	78.2412	0	0	0	0	0	0.792133	0	0	0	0	181.622	0	0	205.483	0	2.17399	0.785351	0	0	82.9913	0.313156	0	69.8369	570.607	0	303.07	0	0	0	0	0.36284	0.196964	249.492	1.44164	0	3.85369	0	47.1344	0.351429	0	29.5734	99.1438	5.75678	0	0	0	0	0	0	416.024	11.513	0.606429	0	0	0.179234	601.726	108.143	0	5.31242	59.882	0.361155	0.31821	2.65573	13.6219	0	12.6091	0	0	53.2754	0.457878	0	0	0	0	0	5.88152	1.22077	0	0	0	137.568	0.121005	0	0	0	0	0	0	0	0	0	0	0.140947	125.465	1.35413	371.041	28.3635	195.127	0	68.0592	62.3715	0	0	0	0	11.2923	0	0.167787	100.694	2.3339	54.1062	2.88352	0	135.721	2.17583	0	14.4299	0	0	81.7063	0	0	116.122	0	0	5.15818	0.531128	32.007	0	0	0	0	16.0546	4.73178	14.8894	13.7907
CYSLTR1	0.721325	0.112397	0.523128	0.306955	0.340722	0.68374	0.66739	0	0.168778	0.347313	0.143017	0.274596	0	1.97036	0	0.175201	1.49834	1.03335	1.60966	0.228092	0.102918	0.706577	0.669047	0.624814	0.79177	0.16367	2.26498	0.496512	0.629408	0.139229	0.280362	0.389676	2.66802	0.325297	0.479137	0.365112	2.54924	0.718652	0.442759	1.04574	0.372985	0	0.676918	3.65869	0.810762	0.703515	0.0895577	1.36794	0.388115	1.13787	0.563299	0.185413	0.182471	0.374269	0.387637	2.34533	2.14713	1.16577	0.357189	0.242267	1.1893	1.87333	1.58141	0.771111	0.33114	0.542111	0.597674	0.608308	0.116018	1.08489	0	1.29321	1.08903	1.01692	0.824244	2.55584	3.63225	1.71087	1.4293	1.22657	2.20429	1.28639	0	0.35895	2.40821	0.78686	2.31548	0.392901	0.196093	1.65795	8.53328	0.235091	0.122299	0.642192	0.717679	1.57998	1.8459	1.42508	1.34969	2.11143	0.211494	1.64517	0.355949	1.07438	3.47234	1.03186	1.69453	1.29442	1.5177	1.69922	0.737539	1.5155	1.92784	0.665735	2.46334	1.27118	0.95093	0.931371	2.4083	2.31841	7.1989	2.29578	0.706136	0.819444	1.59146	0.545132	0.31861	2.80037	0.912832	1.08819	2.83051	2.60476	1.94565	5.42749	1.0205	0.32938	1.07911	1.64542	0	1.16623	0.330077	0.229111	0.424521	0.638242	2.32641	1.05627	0.525218	2.70608	0	0.207621	0.245773	4.30537	0.109792	1.36729	1.82843	1.21073	0.230436	0.71995	1.20538	0.280897	1.31418	1.10316	0.390872	3.32494	3.80896	0	0.197291	0.365919	1.93104	2.63181	0.703978	2.18566	0.914602	0.27334	4.25158	2.34206	1.22093	0.287033	0.749307	0.204347	0.465179	3.54118	2.14573	1.06776	4.95607	3.53931	0.184617	1.47297	6.19599	3.77021	1.91471	1.03089	1.24885	0.863826	2.30976	0.331112	0.0976827	1.01434	1.23134	0.750292	2.30877	1.90056	0.276209	1.89063	1.81799	1.00943	0.152343	0	3.86131	1.94852	1.16722	2.9068	0.308183	0.109224	1.31792	0	0.727225	0.840611	3.9653	0.970139	4.23839	1.96079	0.438433	0.527145	1.19781	1.94891	2.92624	0.352835	2.7546	0.895885	3.84249	1.89341	5.80346	1.08564	0.786857	5.08911	2.59474	0.396257	1.20106	0.873613	4.8992	0.992134	2.10024	2.68712	2.6283	0.844115	2.50124	4.3599	2.1479	1.42967	3.09418	1.979	2.21201	0.145365	4.29816	2.37365	0.657144	0.794189	1.6256	0.606554	2.30033	0.84579	0.765672	0.835662	3.68744	1.15169	0.887122	1.67242	1.8756	2.21519	3.33959
PARP15	0.0958309	0	0.46332	0	1.69692	0.453697	0.177248	0	0.149585	0.0769959	0.0949063	0.425392	0	0.763476	0.106459	0.0582285	0.77449	0.561789	0.534609	0.151386	0	0.365192	0.110919	0.166101	0.834196	0	0.430233	0.131908	0.139359	0.092615	0.372035	0.259113	0.168559	0.108085	0.0636868	0.303115	0.67808	0.298263	0.176484	0.442168	0.0990915	0	0.0999822	0.29592	0.0449515	0.140481	0.178596	0.848933	0.11053	0.107807	0.280436	0.246418	0	0.496803	0.257302	0.111313	0.248249	0.23235	0.178017	0.161143	1.05446	0	0.572916	0.102395	0.220143	0.154425	0.317733	0.202231	0.269859	0	0.315666	0.0954733	0.0604486	0.225519	0.957947	25.2721	0.381471	0.682373	1.18979	1.49381	0.450745	0.854568	0.162382	0.477469	0.848228	0.732777	0.192537	0.112101	0.848556	0.482216	0.195392	0	0	1.49042	0.0955188	0.26228	1.16386	1.42109	0.359226	0.600736	1.61663	0.218229	0.472859	1.18996	0.576697	0.978493	0.724324	1.00341	1.63223	0.845704	1.56833	0.143646	0.853524	0.221206	0.961061	0.602585	0.281084	0.310981	0.300301	0.710352	0.543302	0.423886	0.311805	6.46484	0.452118	0.452442	0	0.619735	0.346532	0	1.68854	0.798374	2.71471	0.46991	0.677885	0.328729	0.358408	0.218539	0	0.968501	0.383688	0.456956	0.493331	0	0.686968	0.233903	0.349104	0	0	0	0.815936	1.61071	0.364335	0.362876	0.280388	0.230041	1.53112	0.477866	0.934701	0.0933036	1.39513	0.36672	0.259417	0.946679	0.281054	0.686929	0.655436	0.729124	0.854572	0.87352	0.23338	1.29109	0.364603	1.90654	0.869288	1.41655	0.324746	0.0477297	0.661961	0.678525	1.15887	1.88335	0.595127	0.405272	1.23561	0.552481	0.367676	1.81599	0.391559	0.952895	3.63668	0.512995	1.10483	0.76286	0.418257	0.366557	0.129853	0.224556	0.102351	0.284974	0.645104	0.720905	0.275593	0.251108	0.278643	0.669805	0.303459	0	0	1.03383	0.580677	0.482673	0.614465	0.0725907	0	0.298256	0.241609	0.223223	0.658254	0.107291	0.40218	0.488347	0.146519	0.528106	1.00048	1.17261	0.61741	0.378466	1.90805	0.899163	1.92731	0.844219	2.29922	0.645092	1.96219	1.52516	0.815943	0.2647	0.802858	0.166762	2.18329	0.828963	2.1946	1.29811	0.930549	1.35372	0.669	1.61894	2.76286	0.859337	1.75632	1.68115	2.87905	0.485282	1.19649	0.792293	0.17569	1.06131	0.930424	0.567435	1.44956	1.35677	0.319775	0.372296	2.13516	0.640913	0.36486	0.372789	0.975146	2.36897	3.27625
CKS1B	33.483	566.304	190.794	17.9244	174.136	38.7123	290.296	456.755	0	117.745	7.18294	102.029	251.895	159.959	395.406	0	0.473777	107.098	0.913329	364.722	0.804312	0.6189	238.744	30.756	41.9274	155.788	134.819	144.423	100.126	186.39	1.13935	0.550282	549.603	73.1311	47.7244	7.55484	77.5187	153.554	385.92	284.565	95.316	180.742	435.026	72.7045	134.889	183.51	195.921	154.882	3.03828	57.57	81.7251	1.10432	232.135	176.046	129.031	23.6638	15.7604	187.584	510.618	100.81	4.11399	50.7326	68.1821	0	113.282	66.313	0	3.01066	0.330214	0	37.1226	1.13689	552.995	0	0	0	0	56.2666	47.1135	92.3529	4.00733	85.1753	13.4239	1.34793	1.09229	229.729	0	0	0	0	148.342	7.98871	0	107.748	0.802211	0	0	145.275	0	65.4956	0	0	0.980743	0	33.7053	5.56409	0	3.91309	0	0	0	0	386.112	0	19.8159	0	0	95.8004	0	0	0	97.1602	0	0	0	8.45021	0	0	0	43.9156	0	0	0	4.40728	0	36.9273	471.043	3.94578	0	0	0	0	4.10815	130.701	4.6849	48.7512	0	49.3758	15.0014	294.469	8.16798	0	32.4184	4.06483	0	0	2.52827	0	0	0.77228	98.6931	0	113.222	6.52725	0	102.803	0	0	0	66.1221	0	127.076	96.0395	0	162.906	0	0	0	169.955	0	0	0	13.4095	2.62548	0	0	107.986	56.8197	40.5654	68.5785	0	22.6936	22.5278	0	16.2212	665.295	104.11	1.94262	144.972	48.4605	128.237	81.6663	0	3.0217	0	64.1557	1.68717	0	100.86	72.3391	687.081	277.428	1.84185	93.2286	42.9457	78.3678	100.565	0	0	0	0	0	88.3828	32.4707	6.87557	79.4263	35.7242	0.473557	55.6625	0	0	23.3071	70.8707	96.2811	0	40.6654	50.2303	132.534	34.0363	92.428	2.40978	747.479	0.384421	15.6977	130.783	39.5164	31.4703	0	0	0	123.389	0	66.9457	152.3	7.43258	41.4888	156.815	60.1351	0	276.678	2.67589	37.7536	51.2768	36.862	0.62813	209.433	454.303	351.438	95.8743	1.50136	0
MAB21L3	1.75251	0.315109	0.651781	1.72128	1.59184	1.43727	1.12246	0	0.578363	0.432831	0.935315	0	0.116167	1.99463	0.29955	0.573083	1.32246	1.05346	1.07439	1.27863	0.33688	0.366839	0.937479	1.05105	0.555091	0.611825	1.66324	0.835116	0.490121	0.455483	0.654812	0.728411	0.712134	0.379997	0.716437	0.341168	2.14438	0.75544	0.248247	0.177681	0.487938	0	1.05437	0.166723	1.13678	0.591894	0	2.64228	0.673584	1.06295	1.18418	0.519815	0.767449	0.786774	0.24145	1.25241	0.785233	1.08939	0.3338	0.603853	1.6056	0.680854	1.20904	0	1.62478	0.940895	1.78732	1.77668	1.68055	0.675998	0	2.01417	0.339397	1.79549	1.15527	2.86543	1.78686	2.07863	2.0044	1.14618	2.21845	1.03036	0.342692	0.671005	8.47453	1.47096	1.08215	0.892026	3.57471	1.16214	4.39911	0	0.62899	2.09963	1.27466	0.369076	0.54491	0.53275	1.19855	2.53646	0.790618	0.307373	1.49676	2.2312	1.94688	1.23954	0.452503	1.81445	1.41884	0.992204	3.44622	2.62941	2.8522	1.65906	0.476428	1.69662	3.16021	0.798617	2.95436	0.833147	3.97491	3.09914	1.53878	0.382803	1.06181	0.636694	0.148844	1.52631	1.58417	0.677825	4.49455	2.99557	0.909099	1.10239	0.635736	1.53944	2.01676	3.38246	0.924978	2.17963	1.85063	0.749447	6.34671	0.397587	1.44934	0.329016	1.47255	1.89599	0.372723	0.776013	0.918573	3.26961	0.718041	2.29928	1.05151	1.29327	2.58411	2.69062	2.253	0.918711	2.45551	2.19092	0.365188	1.9974	0.395455	0.0536315	1.84368	2.05155	0.400938	2.21308	2.30158	1.13475	1.70937	0.383136	1.22251	1.59216	0.570564	0.603646	0.23328	1.90942	1.19541	3.53022	4.68042	0.85522	3.08798	0.583498	1.37996	0.589823	4.41039	1.17408	6.64659	0.722323	1.16673	1.34457	5.10112	0.515675	1.46065	0.631877	0.719292	1.30222	5.78989	0.761029	1.29086	1.41329	0.653374	2.07475	1.42345	1.81051	4.38099	1.82023	0.545202	3.56502	0.0960035	0.102075	4.51356	0	0.339798	0.314167	3.0104	0.755299	1.69737	0.229025	0.717827	0.493112	2.94154	2.37046	2.1612	1.12301	6.71977	2.1797	3.14593	3.83856	5.83206	1.12859	0.334684	4.43309	1.14234	1.57542	2.99656	0.700513	7.97901	1.85646	1.22822	2.23499	3.90586	3.47466	4.36855	0.90645	5.10184	1.06989	1.7366	1.17792	2.06895	1.9036	4.52353	1.29512	1.96739	1.76457	5.21346	1.92933	2.45956	2.84869	4.65602	0	1.95478	0.807984	2.48988	6.7809	7.2142	8.15175	2.83116
